firstname,lastname,country,disciplin_id,chance,desc
Charlie,Mickel,usa,moguls-men,1,"A rising American star who finished 6th in Waterville Valley and has climbed to 5th in the world standings, proving he is a dark horse for the Olympic final."
Walter,Wallberg,swe,moguls-men,2,The defending champion who possesses the mental fortitude to ignore the regular-season noise and deliver a gold-medal run when it matters most.
Jung,Daeyoon,kor,moguls-men,1,"South Korea's first-ever mogul skiing superstar. He shocked the world by taking the Bronze medal at the 2025 World Championships and has carried that momentum into 2026, sitting 11th in the world standings with top-5 finishes in Ruka and a recent 16th in Val St. Come. He is a high-amplitude jumper who provides Korea with its best chance for a freestyle medal in history."
Benjamin,Cavet,fra,moguls-men,1,
Pavel,Klolmakov,kaz,moguls-men,1,
Severi,Vierela,fin,moguls-men,1,
Mikael,Kingsbury,can,dual-moguls-men,5,The tactical genius who is aiming to add the first-ever Dual Moguls Olympic Gold to his massive trophy case.
Ikuma,Horishima,jpn,dual-moguls-men,2,A duals powerhouse who enters the Olympics with the yellow bib and the most difficult aerial package in the world.
Julien,Viel,can,dual-moguls-men,3,"The ""New King"" of Canadian duals who proved this month that he can beat the world number one in a head-to-head final."
Walter,Wallberg,swe,dual-moguls-men,2,
Matt,Graham,aus,dual-moguls-men,2,"Australia's reliable podium threat who has spent the 2025/26 season as the most consistent ""spoiler"" for the top two."
Olli,Penttala,fin,dual-moguls-men,1,"Finland’s leading man just proved his ""Final Four"" potential by finishing 4th at the Val St. Come World Cup (Jan 10, 2026); he is a specialist in the duals bracket who thrives on forcing his opponents into high-speed mistakes."
Charlie,Mickel,usa,dual-moguls-men,1,"Having officially secured his Olympic spot on January 21, 2026, Mickel heads to Italy with the momentum of a 6th place in Val St. Come and a career-best world ranking of 5th overall in the moguls circuit."
Nick,Page,usa,dual-moguls-men,2,The technical leader of the American team whose consistency makes him a near-lock for the quarter-finals or better.
Pavel,Kolmakov,kaz,dual-moguls-men,1,"A veteran powerhouse and former World Championship medalist, Kolmakov remains a high-variance threat who recently finished 7th in Tignes and has the technical ""floor"" to navigate deep into any Olympic bracket."
Shota,Hirayama,jpn,dual-moguls-men,1,"Japan's ""Dark Horse"" who provides the team with a third legitimate threat following his recent single-mogul bronze."
Benjamin,Cavet,fra,dual-moguls-men,2,
Severi,Vierela,fin,dual-moguls-men,1,
Kaila,Kuhn,usa,aerials-women,3,"The 2025 World Champion is now the Olympic gold favorite. She finished the season with a flurry, taking Bronze and Gold at the Lake Placid World Cup (Jan 11-12, 2026). Her ability to stomp high-difficulty triples under the immense pressure of a home crowd has proven she is the most ""clutch"" athlete in the field right now."
Xu,Mengtao,chn,aerials-women,5,"The legendary defending champion is the model of consistency. She finished as the 2025/26 World Cup overall leader, ending the season with a podium or top-5 finish in every single event. She is the veteran ""bank"" for a medal—it's almost impossible to imagine her off the podium."
Danielle,Scott,aus,aerials-women,2,"Australia's most reliable performer this winter. She won Gold in Lake Placid (Jan 11), proving that while her teammates might be flashier, she is the one most likely to deliver a medal-winning score in the Super Final."
Laura,Peel,aus,aerials-women,2,"The triple-jump pioneer. While she won in Lac-Beauport (Jan 7), her season has been plagued by inconsistent landings, finishing 5th overall in the standings. She remains an outsider for gold unless she can find her 2025 form in time for the Games."
Winter,Vinecki,usa,aerials-women,1,Finished the season 2nd in the World Cup standings for the U.S. and won a huge Gold in Lac-Beauport earlier this month. She is the high-energy threat who can take down Kuhn or Xu if she sticks her hardest triple.
Marion,Thenault,can,aerials-women,1,A Canadian powerhouse whose high-amplitude jumps make her a dangerous underdog if she can clean up her landings in the medal round.
Kong,Fangyu,chn,aerials-women,3,The season opener winner. She finished 2nd overall in the World Cup standings and represents the high-execution technical style that judges love.
Airleigh,Frigo,aus,aerials-women,1,"The breakout star of the season. She finished 8th in the overall World Cup standings after a blistering start to the winter, including a Silver medal at the Beidahu World Cup (behind Xu Mengtao) and a consistent string of podium threats in North America. She is the ""new era"" of Chinese aerials, possessing the technical execution scores to beat anyone in the field if she lands her double-full-full cleanly."
Shao,Qi,chn,aerials-women,1,"The 2025 World Championship finalist. She finished the 2026 World Cup season ranked 9th in the world, peaking with a massive 4th place finish at the Lake Placid finale (Jan 12). She is a powerhouse who brings high amplitude to the triple jumps, and her recent form suggests she is the ""dark horse"" within the Chinese camp for a podium sweep."
Sun,Jiaxu,chn,aerials-men,3,The current World Cup king who relies on textbook form and landing precision to win; he is the man to beat for the 2026 Crystal Globe and Olympic Gold.
Wang,Xindi,chn,aerials-men,2,The form athlete of the Chinese team who used a dominant performance in Lake Placid this month to vault himself from a roster bubble to a legitimate gold medal contender.
Li,Tanma,chn,aerials-men,3,"The young leader of the Chinese team who transitioned from a rookie to the World #1 bib this winter, proving he can handle the pressure of both home and international crowds."
Dmytro,Kotovskyi,ukr,aerials-men,2,"The ""Hurricane"" specialist who remains the most exciting jumper on the tour, capable of posting a 130+ score that can reset the entire Olympic final."
Qi,Guangpu,chn,aerials-men,3,"The surprise winner of the final World Cup in Lake Placid (Jan 12), proving that China has at least four men capable of winning Olympic gold."
Noe,Roth,sui,aerials-men,2,The Swiss world champion who possesses the technical ability to sweep the podium alongside his teammate Werner.
Miha,Fontaine,can,aerials-men,1,Canada's hottest aerialist who used the final qualifying event of the season to jump onto the podium and cement his status as a legitimate Olympic medal threat.
Primin,Werner,sui,aerials-men,2,The Swiss aerial wizard who possesses the world's most difficult trick and the potential for the highest single-jump score in Olympic history.
Quinn,Dehlinger,usa,aerials-men,1,The 2025 World Silver medalist who officially made Team USA this week and remains a threat due to his incredible height and air control.
Christopher,Lillis,usa,aerials-men,1,
Team,China - Aerials Mixed,chn,aerials-mixed-teams,4,
Team ,USA - Aerials Mixed,usa,aerials-mixed-teams,3,
Team ,Australia - Aerials Mixed,aus,aerials-mixed-teams,2,
Team ,Ukraine - Aerials Mixed,ukr,aerials-mixed-teams,2,
Team ,Switzerland - Aerials Mixed,sui,aerials-mixed-teams,1,
Team ,Canada - Aerials Mixed,can,aerials-mixed-teams,1,
Team ,Kazakhstan - Aerials Mixed,kaz,aerials-mixed-teams,1,
Sandra,Naeslund,swe,skicross-women,4,"A dominant force who has reclaimed her throne this winter; if she wins the start in the Olympic final, the race for gold is likely over."
Daniela,Maier,ger,skicross-women,2,Germany's best hope for a medal; her consistent top-3 form this January suggests she is ready to upgrade her Olympic bronze from four years ago.
Marielle,Berger Sabbatel,fra,skicross-women,2,The French powerhouse who has been the most consistent non-Canadian threat to Naeslund throughout the 2025/26 season.
Fanny,Smith,sui,skicross-women,3,A legendary veteran whose tactical intelligence and defensive skiing make her the most dangerous person to face in a four-woman final.
Katrin,Ofner,aut,skicross-women,2,"The ""Tactician"" who can never be counted out in a four-person race, as her ability to read the draft is among the best in the history of the sport."
Mylene,Ballet Baz,fra,skicross-women,1,"The French powerhouse who has become a ""Big Final"" regular this winter, using her fearless jumping ability to pressure the Canadian and Swedish leaders."
Hannah,Shmidt,can,skicross-women,1,The reigning World Cup champion who uses her physical racing style to dominate the middle sections of the course.
Saskja,Lack,sui,skicross-women,1,"A young Swiss racer who has claimed her first podiums this season and possesses the ""lightness"" on her skis needed to dominate icy, technical tracks."
Brittany,Phelan,can,skicross-women,2,A technical wizard who thrives on the most difficult terrain; her recent podium in Canada signals she is ready for another Olympic medal run.
Jole,Galli,ita,skicross-women,1,The local star from Livigno who has transformed into a world-class elite; her intimate knowledge of the Olympic track and her recent podium-contending speed make her Italy’s best hope to disrupt Sandra Naeslund’s dominance.
Courtney,Hoffos,can,skicross-women,1,
Talina,Gantenbein,sui,skicross-women,1,
Jade,Grillet-Aubert,fra,skicross-women,1,
Sixtine,Cousin,sui,skicross-women,1,
Reece,Howden,can,skicross-men,4,The world number one and Canadian powerhouse who enters the Olympics with a massive points lead and the most consistent technical execution on the tour.
Youri,Duplessis-Kergomard,fra,skicross-men,2,France’s gold medal hope who proved just today that he has the tactical aggression to pass Howden in a high-speed final.
David,Mobarg,swe,skicross-men,2,"A Swedish speed-demon whose ""all-or-nothing"" style makes him the most dangerous man on the hill if he stays on his feet."
Tobias,Baur,sui,skicross-men,2,A Swiss technical expert who heads to the Olympics with fresh hardware after a massive podium performance on home snow just today.
Simone,Deromedis,ita,skicross-men,3,The Italian star carrying the weight of a nation; his world champion pedigree and home-course advantage make him a lock for a deep Olympic run.
Florian,Wilmsmann,ger,skicross-men,2,Germany's strongest medal hope who has spent the 2026 season proving he can match the speed of the world's best Canadians and Swiss in any conditions.
Johannes,Aujesky,aut,skicross-men,1,"The leading Austrian who relies on his tactical intelligence and drafting ability to consistently turn ""mid-pack"" starts into podium finishes."
Alex,Fiva,sui,skicross-men,1,The veteran master who is aiming to close out a legendary career with the one thing missing from his cabinet: Olympic Gold.
Kevin,Drury,can,skicross-men,1,"A former Crystal Globe winner and Canadian veteran who took gold in Val Thorens (Dec 2025), proving he still has the ""winning"" gear when it matters."
Jared,Schmidt,can,skicross-men,1,A powerful Canadian racer who has the raw speed to sweep an entire Olympic bracket if he can translate his high-end qualification times into consistent heat wins.
Melvin,Tchiknavorian,fra,skicross-men,1,A cornerstone of the deep French squad who enters the Games as a legitimate spoiler threat after a very consistent January campaign.
Ryan,Regez,sui,skicross-men,1,
Tim,Hronek,ger,skicross-men,1,
Evan,Klufts,fra,skicross-men,1,
Team,Canada - Ice Hockey Women,can,ice-hockey-women,4,
Team,USA - Ice Hockey Women,usa,ice-hockey-women,4,
Team,Finland - Ice Hockey Women,fin,ice-hockey-women,2,
Team,Czech Republic - Ice Hockey Women,cze,ice-hockey-women,2,
Team,Switzerland - Ice Hockey Women,sui,ice-hockey-women,1,
Team,Sweden - Ice Hockey Women,swe,ice-hockey-women,1,
Team,Canada - Ice Hockey Men,can,ice-hockey-men,4,
Team,USA - Ice Hockey Men,usa,ice-hockey-men,4,
Team,Finland - Ice Hockey Men,fin,ice-hockey-men,2,
Team,Sweden - Ice Hockey Men,swe,ice-hockey-men,2,
Team,Czech Republic - Ice Hockey Men,cze,ice-hockey-men,2,
Team,Switzerland - Ice Hockey Men,sui,ice-hockey-men,1,
Team,Germany - Ice Hockey Men,ger,ice-hockey-men,1,
Julia,Taubitz,ger,luge-singles-women,4,"The world’s number one who combines elite equipment with a flaw-free driving style; she is the clear ""Gold to lose"" favorite heading into February."
Summer,Britcher,usa,luge-singles-women,2,"An American veteran who is having a career-year, proving in Sigulda that she can beat the Germans head-to-head on the most technical tracks in the world."
Lisa,Schulte,aut,luge-singles-women,2,The current World Cup leader who has stepped up to lead the Austrian team and remains the most consistent podium threat outside of Germany and the USA.
Merle,Fraebel,ger,luge-singles-women,4,"The youngest of the German ""Super Team."" She won back-to-back Golds in Oberhof earlier this month and is currently 3rd in the world. She is a home-track specialist who is still learning to translate that speed to the ice in Italy."
Ashley,Farquharson,usa,luge-singles-women,1,"After years of ""4th place"" finishes, she finally broke through with her first World Cup medals this season in Park City and Lake Placid. She is currently the fastest American on the lower half of the track."
Verena,Hofer,ita,luge-singles-women,1,"A rising Italian star who enters her home Olympics with the momentum of multiple World Cup podiums this season, proving she can challenge the world's elite on any given day."
Hannah,Prock,aut,luge-singles-women,2,Currently 4th in the World Cup standings. She won the season opener in Winterberg and provides the Austrians with a secondary medal threat behind Schulte.
Natalie,Maag,sui,luge-singles-women,1,"Switzerland’s lone elite slider. She sits 6th in the world and has multiple top-5 finishes this winter. She is a veteran who thrives on the icy, European tracks like the one in Cortina."
Emily,Fischnaller,usa,luge-singles-women,1,
,Egle/Kipp,aut,luge-doubles-women,5,"The world-beating Austrian pair whose consistency and ""cool under pressure"" attitude make them the favorites to become the first-ever Olympic champions in this discipline."
,Eitberger/Matschina,ger,luge-doubles-women,3,"Currently 2nd in the world standings. Eitberger, a legendary singles medalist, has transitioned perfectly to doubles. They are the fastest starters in the field and have finished on the podium in nearly every race this January."
,Forgan/Kirkby,usa,luge-doubles-women,2,"The trailblazing American duo who possess the ""start power"" necessary to lead an Olympic final from the very first curve."
,Votter/Oberhofer,ita,luge-doubles-women,2,Italy’s premier doubles team whose intimate knowledge of the home track and recent Nations Cup victory make them a sentimental and statistical favorite for a medal.
,Robezniece/Bogdanova,lat,luge-doubles-women,1,"Latvia’s podium hopefuls who possess the championship pedigree and ""Big Final"" experience to challenge for a top-5 finish or better in Italy."
,Dorowicz/Piwkowska,pol,luge-doubles-women,1,"The backbone of the Polish luge team whose qualification ensures Poland will also be a contender in the Team Relay, where their synchronization is among the most reliable in the mid-pack."
,Podulsky/Allan,can,luge-doubles-women,1,
Jonas,Muller,aut,luge-singles-men,4,The world’s current #1 who is entering the Olympics with the momentum of a European title and a nearly perfect equipment setup.
Felix,Loch,ger,luge-singles-men,4,The greatest of all time still in the prime of his power; he is the emotional and statistical anchor of the German team.
Max,Langenhan,ger,luge-singles-men,2,A powerhouse who possesses the highest top-end speed in the world; he is the most likely athlete to post the fastest single run of the Olympic tournament.
Nico,Gleirscher,aut,luge-singles-men,1,"The 2018 Olympic Champion. While he hasn't won a race in 2026 yet, he is a ""Big Game"" slider who knows exactly how to prepare for the one-off intensity of the Olympics."
Kristers,Aparjods,lat,luge-singles-men,2,"Latvia’s top medal hope. He took Silver in Winterberg earlier this season and is consistently ranked in the top 5. He thrives on technical, high-G-force tracks and is widely expected to give Latvia its first individual men's luge medal."
Wolfgang,Kindl,aut,luge-singles-men,2,"The Beijing 2022 Silver medalist. He remains a master of aerodynamics and technical driving. He has multiple podiums this winter and provides the Austrians with a ""Plan B"" if Müller falters."
Jonathan,Gustafson,usa,luge-singles-men,1,
Leon,Felderer,ita,luge-singles-men,1,
,Wendl/Arlt,ger,luge-doubles-men,5,The six-time Olympic gold medalists who are currently rewriting the record books; they enter Italy as the definitive favorites for a fourth consecutive doubles title.
,Mueller/Haugsjaa,usa,luge-doubles-men,2,
,Bots/Plum,lat,luge-doubles-men,1,Latvia’s premier duo and the current World #3. They are the masters of technical tracks and took Silver in Sigulda earlier this winter. They are consistently on the podium and represent the biggest threat to a German-Austrian sweep.
,Steu/Kindl,aut,luge-doubles-men,2,"The ""Super-Sled."" Kindl (a world champion singles slider) and Steu (an elite doubles driver) joined forces specifically for 2026. They took Silver in Winterberg and are currently 6th in the world despite a slow start. Their ceiling is incredibly high; when they hit their lines, they are the only pair that can match Wendl/Arlt’s speed."
,Eggert/Muller,ger,luge-doubles-men,3,"The ""new"" Eggert pairing. After his long-time partner Sascha Benecken retired, Eggert returned with Müller and proved they are still elite by taking Silver in Oberhof (Jan 18). They are currently 4th in the world and are hunting for Germany's second Olympic spot."
,Nagler/Malleier,ita,luge-doubles-men,1,
,Gatt/Schopf,aut,luge-doubles-men,1,The young Austrian powerhouses who represent the greatest threat to German dominance if the track conditions are fast and icy.
,Sevics/Krasts,lat,luge-doubles-men,1,
,Rieder/Kainzwaldner,ita,luge-doubles-men,1,
Team,Germany - Luge,ger,luge-team-relay,4,
Team,Austria - Luge,aut,luge-team-relay,4,
Team,Latvia - Luge,lat,luge-team-relay,2,
Team,Italy - Luge,ita,luge-team-relay,2,
Team,Poland - Luge,pol,luge-team-relay,1,
Team,USA - Luge,usa,luge-team-relay,1,
Johannes,Lamparter,aut,nordic-combined-normal-hill,3,One of the favorite for Gold; he has replaced Riiber as the most consistent force on the World Cup and currently holds a 150-point lead in the standings.
Jens Luraas,Oftebro,nor,nordic-combined-normal-hill,4,The fastest man on skis in the discipline; his Olympic fate will be decided entirely by his performance on the Normal Hill jump.
Julian,Schmid,ger,nordic-combined-normal-hill,2,Germany’s top hope who relies on a punishing cross-country pace to break his opponents in the final kilometer.
Einar Luraas,Oftebro,nor,nordic-combined-normal-hill,2,"The ""older brother"" who has transformed from a top-20 regular into a consistent podium finisher this January; he and Jens have now shared a World Cup podium twice this month, signaling that the ""Oftebro Double"" is a very real possibility for Milano-Cortina."
Johannes,Rydzek,ger,nordic-combined-normal-hill,1,The veteran legend who is having a massive resurgence. He took Silver in the Otepää Gundersen two weeks ago and sits 6th in the world. His experience in Olympic pressure-cooker situations is unmatched.
Thomas,Rettenegger,aut,nordic-combined-normal-hill,1,"The ""Flight King"" who will likely lead the race for the first 7.5km before the heavy hitters like Lamparter and Schmid attempt to hunt him down."
Stefan,Rettenegger,aut,nordic-combined-normal-hill,2,"Currently 8th in the world. He is a more balanced version of his brother, often finishing in the top 5. He provides Austria with incredible tactical depth for the ""team-style"" tactics often used to block the Germans."
Ikka,Herola,fin,nordic-combined-normal-hill,1,"A perennial podium threat who finally found his form with a Bronze in Ruka. He is a ""pure"" cross-country specialist who needs a windy day on the hill to stay in contention."
Kristjan,Ilves,est,nordic-combined-normal-hill,1,Currently 12th in the world standings. He is a very strong jumper who has been knocking on the door of a major podium all January.
Vinzenz,Geiger,ger,nordic-combined-normal-hill,3,"The defending Olympic champion. While he has struggled with minor injuries this winter (currently 10th in the world), he remains the most dangerous sprinter in the sport."
Ikka,Herola,fin,nordic-combined-normal-hill,1,
Andreas,Skoglund,nor,nordic-combined-normal-hill,1,
Johannes,Lamparter,aut,nordic-combined-large-hill,4,
Julian,Schmid,ger,nordic-combined-large-hill,3,
Thomas,Rettenegger,aut,nordic-combined-large-hill,2,
Einar Luraas,Oftebro,nor,nordic-combined-large-hill,2,
Jens Luraas,Oftebro,nor,nordic-combined-large-hill,1,
Johannes,Rydzek,ger,nordic-combined-large-hill,2,
Ikka,Herola,fin,nordic-combined-large-hill,1,
Thomas,Rettenegger,aut,nordic-combined-large-hill,1,
Andreas,Skoglund,nor,nordic-combined-large-hill,1,
Team,Austria - Nordic Combined,aut,nordic-combined-team-sprint,4,
Team,Norway - Nordic Combined,nor,nordic-combined-team-sprint,3,
Team,Germany - Nordic Combined,ger,nordic-combined-team-sprint,3,
Team,Finland - Nordic Combined,fin,nordic-combined-team-sprint,1,
Team,Japan - Nordic Combined,jpn,nordic-combined-team-sprint,1,
Team,France - Nordic Combined,fra,nordic-combined-team-sprint,1,
Xandra,Velzeboer,ned,short-track-500m-women,5,The gold standard of the 500m; she enters the Olympics as the three-time reigning World Champion and the world record holder.
Courtney,Sarrault,can,short-track-500m-women,2,The leader of the 2025-26 World Tour who has proven she has the top-end speed to beat Velzeboer head-to-head.
Corinne,Stoddard,usa,short-track-500m-women,2,America’s best hope for a sprint medal; she has been the most consistent non-Dutch skater on the World Tour podium this winter.
Kim,Boutin,can,short-track-500m-women,2,Canada’s most decorated short track star; her experience in two previous Olympics gives her a psychological edge in the high-pressure 500m rounds.
Kristen,Santos-Griswold,usa,short-track-500m-women,3,America’s #1 who enters Milan as the overall world #1; she is the most complete skater in the field and the biggest threat to a Dutch sweep.
Choi,Minjeong,kor,short-track-500m-women,1,The most legendary active skater in the world; she is using the 2025-26 season to prove she can win the one Olympic individual gold that has eluded her.
Michelle,Velzeboer,ned,short-track-500m-women,1,"The model of Dutch consistency; she provides the Netherlands with a ""second hammer"" that makes it almost impossible for other nations to sweep the podium."
Selma,Poutsma,ned,short-track-500m-women,1,"A start-speed specialist who is currently in the best form of her life, proving last week in Tilburg that she can skate sub-42.1 consistently."
Arianna,Fontana,ita,short-track-500m-women,2,
Natalia,Maliszewska,pol,short-track-500m-women,1,
Rikki,Doak,can,short-track-500m-women,1,
Chiara,Betti,ita,short-track-500m-women,1,
Wang,Xinran,chn,short-track-500m-women,1,
Courtney,Sarrault,can,short-track-1000m-women,4,"Canada’s first-ever overall World Tour champion; she enters Milan as the most mentally tough skater in the field, having won five golds across the 2025-26 circuit."
Hanne,Desmet,bel,short-track-1000m-women,3,Belgium’s lone star who proved in Poland that she can beat Sarault and the Americans on her day.
Corinne,Stoddard,usa,short-track-1000m-women,3,"Currently ranked World #3 in the 1000m, Stoddard is the most consistent podium threat for the USA, having earned silver and bronze medals on the World Tour this season while narrowing the gap for the Crystal Globe."
Xandra,Velzeboer,ned,short-track-1000m-women,2,The world’s best all-around skater right now; her recent double-gold at the European Championships has silenced any doubts about her 1000m stamina.
Choi,Minjeong,kor,short-track-1000m-women,1,"The veteran who is ""experimenting with strategies"" this winter; her silver in Montreal showed she is still the tactical benchmark for the entire field."
Kim,Gil-Li,kor,short-track-1000m-women,1,"As the World #2 and 1500m leader, she uses her unmatched endurance to execute patient, late-race surges that have secured her 1000m gold and silver in Montreal and Dordrecht this winter."
Florence,Brunelle,can,short-track-1000m-women,1,"Canada's high-energy wildcard has proven she can challenge the elite with a 4th-place finish in Gdansk, though her podium chances depend on tempering her aggressive passing style to stay out of the penalty box."
Elisa,Confortola,ita,short-track-1000m-women,1,"Italy’s rising star and reigning 1500m European Champion is a dangerous long-shot on home ice, coming off a strong 5th-place finish in Dordrecht and an A-Final appearance at the 2025 World Championships."
Michelle,Velzeboer,ned,short-track-1000m-women,1,"Proved last week in Tilburg that she is now a top-tier 1000m threat, nearly pipping her sister at the finish line."
Kristen,Santos-Griswold,usa,short-track-1000m-women,2,
Arianna,Fontana,ita,short-track-1000m-women,1,
Suzanne,Schulting,ned,short-track-1000m-women,1,
Kim,Gil-Li,kor,short-track-1500m-women,2,"The gold medal favorite; she has won four 1500m golds this season and enters Milan with the most reliable ""kick"" in the sport."
Courtney,Sarrault,can,short-track-1500m-women,4,"Canada’s first-ever overall Crystal Globe winner; she has the highest ""ceiling"" in the field and enters Milan with 9 individual medals from the 2025/26 tour."
Choi,Minjeong,kor,short-track-1500m-women,3,"The tactical GOAT; her out-course overtaking in Montreal was described by the ISU as ""another master class,"" signaling she is ready for a third straight Olympic 1500m medal."
Corinne,Stoddard,usa,short-track-1500m-women,2,The world leader in laps led; she is the most physically resilient skater in the 1500m and is expected to be the one dictating the pace in the Olympic final.
Elisa,Confortola,ita,short-track-1500m-women,1,"The ""Home Ice"" factor; she has reached every 1500m A-Final this season and has the benefit of training on the Olympic ice for years."
Xandra,Velzeboer,ned,short-track-1500m-women,1,
Hanne,Desmet,bel,short-track-1500m-women,2,Belgium’s engine; she is currently the world leader in 1500m points and the only skater who has shown the strength to beat Kim Gil-li in a head-to-head sprint.
Kristen,Santos-Griswold,usa,short-track-1500m-women,1,"America’s best hope for individual gold; her tactical flexibility allows her to adapt to any pace, from a slow crawl to a world-record-pace grind."
Arianna,Fontana,ita,short-track-1500m-women,1,"Coming off her European title last week, she is the ""emotional 5-star"" of the 2026 Games; her experience and home-ice advantage make her the most dangerous veteran in the field."
Michelle,Velzeboer,ned,short-track-1500m-women,1,
Zoe,Deltrap,ned,short-track-1500m-women,1,
Team,Netherlands - Short-Track Women,ned,short-track-relay-women,5,
Team,Canada - Short-Track Women,can,short-track-relay-women,3,
Team,Korea - Short-Track Women,kor,short-track-relay-women,2,
Team,USA - Short-Track Women,usa,short-track-relay-women,2,
Team,Italy - Short-Track Women,ita,short-track-relay-women,2,
Team,Japan - Short-Track Women,jpn,short-track-relay-women,1,
Team,Poland - Short-Track Women,pol,short-track-relay-women,1,
Team,China - Short-Track Women,chn,short-track-relay-women,1,
William,Dandjinou,can,short-track-500m-men,4,The man to beat. He has 8 total World Tour golds this season across all distances and is currently the most dominant force the sport has seen since the peak of Charles Hamelin.
Steven,Dubois,can,short-track-500m-men,3,
Pietro,Sighel,ita,short-track-500m-men,2,"The ""Prince of Milan."" Every podium he has taken this year has been a statement that he is ready to defend his home ice against the North American surge."
Jens,Van't Wout,ned,short-track-500m-men,3,"Coming off his European hat-trick, he is the ""hottest"" skater in the world right now and the primary disruptor of the Canadian dominance."
Liu,Shaoang,chn,short-track-500m-men,1,
Andrew,Heo,usa,short-track-500m-men,1,"The surprise winner of the Dordrecht World Tour 500m (Nov 29, 2025). He proved he can beat the best in the world on a technical track and represents America's best hope for a sprint medal."
Sun,Long,chn,short-track-500m-men,2,The winner of the Milan Test Event last year. He has proven he loves the ice in the Olympic venue and currently sits 4th in the overall world rankings.
Thomas,Nadalini,ita,short-track-500m-men,1,
Teun,Boer,ned,short-track-500m-men,1,
Denis,Nikisha,kaz,short-track-500m-men,1,
Stijn,Desmet,bel,short-track-500m-men,1,
Pietro,Sighel,ita,short-track-1000m-men,2,"The ""Italian Gladiator"" is a heavy favorite on home ice after breaking his World Tour gold drought with a massive 1000m victory in Montreal this season."
Rim,Jongun,kor,short-track-1000m-men,2,"The 18-year-old ""White Tiger"" has stunned the world as the 2026 breakout star, having already claimed 1000m gold in Dordrecht and silver in Montreal."
Steven,Dubois,can,short-track-1000m-men,3,"The 2025 World Champion at this distance remains a top-tier threat who uses his explosive speed to consistently reach the A-Final, despite a ""high variance"" season filled with photo finishes."
Liu,Shaoang,chn,short-track-1000m-men,1,"The Olympic legend is finding his best form just in time for Milan, recently securing a 1000m silver in Dordrecht by navigating traffic with his trademark technical precision."
William,Dandjinou,can,short-track-1000m-men,4,"The overall Crystal Globe leader is the most physically dominant skater in the field, though he is slightly more vulnerable in the 1000m than in his ""guaranteed"" 1500m and 500m events."
Jens,Van't Wout,ned,short-track-1000m-men,3,"Fresh off a historic triple-gold sweep at the 2026 European Championships (Jan 18), the Dutchman is the hottest skater in Europe and a clear threat to the global podium."
Hwang,Daeheon,kor,short-track-1000m-men,2,"The veteran ""elder statesman"" of the Korean team remains a tactical master who can still pull off a podium, as proven by his bronze medal at the Montreal World Tour stop."
Sun,Long,chn,short-track-1000m-men,1,"A consistent A-Finalist and 2025 World Championship medalist, Sun Long is China's most reliable middle-distance anchor heading into the Games."
Roberts,Kruzbergs,lat,short-track-1000m-men,1,"Latvia's lone star is the ultimate ""dark horse"" who consistently finishes in the top 6 and possesses the raw speed to capitalize on any chaos at the front of the pack."
Stijn,Desmet,bel,short-track-1000m-men,1,
Itzhak,De Laat,ned,short-track-1000m-men,1,
Luca,Spechenhauser,ita,short-track-1000m-men,1,
William,Dandjinou,can,short-track-1500m-men,5,The undisputed World #1 and overall Crystal Globe leader enters Milan as a 5-star favorite after winning the 1500m gold in Gdansk and dominating the distance all winter.
Thomas,Nadalini,ita,short-track-1500m-men,2,"Italy's breakout star of 2026 proved he is a legitimate medal threat by taking a stunning Silver in Gdansk, finishing just 0.06 seconds behind Dandjinou."
Jens,Van't Wout,ned,short-track-1500m-men,3,"The hottest skater in Europe right now, he is a major podium threat after winning the 2026 European 1500m title in Tilburg just last week (Jan 17)."
Felix,Roussel,can,short-track-1500m-men,1,"A core member of Canada’s ""Crystal Globe"" squad, Roussel is a tactical powerhouse who recently beat Dandjinou at the Canadian Championships and consistently reaches the 1500m A-Finals."
Shogo,Miyata,jpn,short-track-1500m-men,2,"Japan's top middle-distance specialist has been a model of consistency this season, highlighted by a career-best Silver medal in Montreal and a 4th-place finish in Gdansk."
Sun,Long,chn,short-track-1500m-men,1,"China’s most reliable endurance skater, Sun Long secured Bronze at the World Tour opener and remains a constant threat to the podium with his patient, late-race surges."
Pietro,Sighel,ita,short-track-1500m-men,2,"The ""Prince of Milan"" is a 1500m force who took Bronze in Gdansk and will be the sentimental favorite to lead an Italian podium sweep on home ice."
Rim,Jongun,kor,short-track-1500m-men,1,"The 18-year-old phenom shocked the world by winning Gold in his 1500m World Tour debut in Montreal, signaling the arrival of South Korea's next great superstar."
Steven,Dubois,can,short-track-1500m-men,3,"The defending Olympic 1500m silver medalist is a ""big race"" specialist who currently sits 3rd in the overall world standings and possesses the world's most dangerous final-lap kick."
Roberts,Kruzbergs,lat,short-track-1500m-men,1,"Latvia's technical master continues to overachieve against the big nations, coming off a strong 5th-place finish in Gdansk that puts him on the cusp of his first major 1500m podium."
Hwang,Daeheon,kor,short-track-1500m-men,2,
Liu,Shaoang,chn,short-track-1500m-men,1,
Stijn,Desmet,bel,short-track-1500m-men,1,
Itzhak,De Laat,ned,short-track-1500m-men,1,
Team,Canada - Short-Track Men,can,short-track-relay-men,5,
Team,Korea - Short-Track Men,kor,short-track-relay-men,3,
Team,China - Short-Track Men,chn,short-track-relay-men,2,
Team,Netherlands - Short-Track Men,ned,short-track-relay-men,1,
